eve_id	confidence	eve_score	suggests	because	locus	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
CACM01_EVE011	high	100	viral (21)	VDB (12), UDB Viruses (9)	gi|323826425|emb|CACM01003902.1|_913-1351:-	5.3399999999999995e-31	43.6	ORF1 n=1 Tax=Triticum aestivum associated virga-like virus 1  RepID=A0A977SRA8_9VIRU	ORF1 n=1 Tax=Triticum aestivum associated virga-like virus 1  RepID=A0A977SRA8_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Virgaviridae;g__unclassified Virgaviridae genus;s__Triticum aestivum associated virga-like virus 1	unclassified Viruses phylum
CACM01_EVE012	high	100	viral (2)	capsid (1), VDB (1)	gi|323826515|emb|CACM01003812.1|_4422-4687:+	3.56e-9	31.4	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACM01_EVE013	high	100	viral (16)	VDB (9), UDB Viruses (6), capsid (1)	gi|323827702|emb|CACM01002625.1|_7768-8478:-	7.329999999999999e-52	42.5	Capsid protein n=1 Tax=Erysiphe neolycopersici  RepID=A0A420H6W4_9PEZI	Capsid protein n=1 Tax=Macrophomina phaseolina chrysovirus 1  RepID=A0A0M4LD02_9VIRU	k__Viruses;K__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;f__Chrysoviridae;g__Alphachrysovirus;s__Alphachrysovirus macrophominae	Duplornaviricota
CACM01_EVE014	high	100	viral (2)	VDB (2)	gi|323828077|emb|CACM01002250.1|_220-435:-	6.03e-18	54.2	hypothetical protein pIII [Penicillimonavirus gammaplasmopara] acc=UZO36235.1 	hypothetical protein pIII [Penicillimonavirus gammaplasmopara] acc=UZO36235.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Penicillimonavirus;s__Penicillimonavirus gammaplasmopara	Negarnaviricota
CACM01_EVE015	high	100	viral (2)	VDB (2)	gi|323828231|emb|CACM01002096.1|_2918-4363:-	3.74e-257	74	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Downy mildew lesion associated ambivirus 3	unclassified Viruses phylum
CACM01_EVE016	high	100	viral (1)	VDB (1)	gi|323828563|emb|CACM01001764.1|_322-941:-	1.24e-86	67.1	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Downy mildew lesion associated ambivirus 3	unclassified Viruses phylum
CACM01_EVE017	high	100	viral (2)	UDB Viruses (1), VDB (1)	gi|323829898|emb|CACM01000429.1|_2-184:-	1.27e-14	59	RdRp [Plasmopara viticola lesion associated poty-like virus 1] acc=QHD64737.1 	RdRp [Plasmopara viticola lesion associated poty-like virus 1] acc=QHD64737.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__unclassified Potyviridae genus;s__Plasmopara viticola lesion associated poty-like virus 1	Pisuviricota
CACM01_EVE018	high	88	viral (18), non-viral (2)	VDB (13), UDB Viruses (5), annotated protein of Eukaryota (2)	gi|323819471|emb|CACM01010856.1|_309-808:-	1.7599999999999998e-66	70.9	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-dependent RNA polymerase [Penicillium glabrum negative-stranded RNA virus 1] acc=QDB75014.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Penicillimonavirus;s__Penicillimonavirus betapenicillii	Negarnaviricota
CACM01_EVE019	high	87	viral (20), non-viral (2)	VDB (14), UDB Viruses (6), annotated protein of Eukaryota (2)	gi|323819722|emb|CACM01010605.1|_17-957:+	5.559999999999999e-157	73.7	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Plasmopamonavirus;s__Plasmopamonavirus erysiphe	Negarnaviricota
CACM01_EVE020	high	83	viral (9), non-viral (1)	VDB (5), UDB Viruses (3), annotated protein of Eukaryota (1), virus (1)	gi|323822402|emb|CACM01007925.1|_1848-2333:-	3.11e-64	63.2	Putative Bgh-specific protein n=1 Tax=Blumeria graminis f. sp. hordei (strain DH14)  RepID=N1J606_BLUG1	replicase [Erysiphe necator associated ssRNA virus 8] acc=QKN22664.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Erysiphe necator associated ssRNA virus 8	unclassified Viruses phylum
CACM01_EVE021	high	81	viral (2), maybe-viral (1)	capsid (1), uncharacterized protein (1), VDB (1)	gi|323817231|emb|CACM01013084.1|_322-780:+	3.4400000000000003e-29	43.2	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACM01_EVE022	high	81	viral (20), non-viral (3), maybe-viral (1)	VDB (13), UDB Viruses (7), annotated protein of Eukaryota (3), uncharacterized protein (1)	gi|323818753|emb|CACM01011574.1|_651-1118:-	7.22e-19	62.9	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Plasmopamonavirus;s__Plasmopamonavirus erysiphe	Negarnaviricota
CACM01_EVE023	high	67	viral (4), non-viral (1)	UDB Viruses (2), VDB (2), annotated protein of Eukaryota (1)	gi|323825818|emb|CACM01004509.1|_2-2149:-	0	68.4	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase n=2 Tax=Negarnaviricota  RepID=A0A6B9Q463_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__unclassified Negarnaviricota species	Negarnaviricota
CACM01_EVE024	high	66	viral (9), non-viral (2), maybe-viral (1)	VDB (7), annotated protein of Eukaryota (2), UDB Viruses (2), uncharacterized protein (1)	gi|323818753|emb|CACM01011574.1|_1058-1311:-	2.8e-23	60	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Plasmopamonavirus;s__Plasmopamonavirus erysiphe	Negarnaviricota
CACM01_EVE025	high	62	viral (3), non-viral (1)	VDB (2), annotated protein of Eukaryota (1), UDB Viruses (1)	gi|323819471|emb|CACM01010856.1|_23-344:-	3.64e-30	59.3	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus  RepID=A0A1L3KMM2_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species	Negarnaviricota
CACM01_EVE026	high	60	maybe-viral (1), viral (1)	uncharacterized protein (1), VDB (1)	gi|323826312|emb|CACM01004015.1|_282-794:+	1.09e-8	90.3	Uncharacterized protein n=1 Tax=Uncinula necator  RepID=A0A0B1P093_UNCNE	RNA-dependent RNA polymerase [Qingdao RNA virus 4] acc=BDR95913.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Chunqiuviricetes;o__Muvirales;f__Qinviridae;g__unclassified Qinviridae genus;s__Qingdao RNA virus 4	Ascomycota
CACM01_EVE027	high	60	viral (3), non-viral (1)	VDB (2), annotated protein of Eukaryota (1), UDB Viruses (1)	gi|323828383|emb|CACM01001944.1|_998-3690:+	0	64.1	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus  RepID=A0A1L3KMM2_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species	Negarnaviricota
CACM01_EVE028	high	57	maybe-viral (2), viral (2)	uncharacterized protein (2), capsid (1), VDB (1)	gi|323829584|emb|CACM01000743.1|_219-873:-	3.3299999999999997e-34	38.4	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HWC8_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACM01_EVE029	high	51	maybe-viral (2), viral (2)	uncharacterized protein (2), capsid (1), VDB (1)	gi|323811915|emb|CACM01018317.1|_1232-1543:+	1.5e-25	64	Uncharacterized protein n=1 Tax=Erysiphe neolycopersici  RepID=A0A420HC42_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACM01_EVE030	high	50	viral (2), non-viral (1)	annotated protein of Eukaryota (1), UDB Viruses (1), VDB (1)	gi|323810939|emb|CACM01019259.1|_96-377:+	2.23e-40	75.3	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	large protein [Armillaria mellea negative strand RNA virus 1] acc=QUD20353.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Lentimonavirus;s__Lentimonavirus armillariae	Negarnaviricota
CACM01_EVE031	high	50	viral (2), non-viral (1)	annotated protein of Eukaryota (1), UDB Viruses (1), VDB (1)	gi|323828214|emb|CACM01002113.1|_849-2847:-	5.739999999999999e-227	59.2	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus  RepID=A0A1L3KMM2_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species	Negarnaviricota
CACM01_EVE032	high	49	maybe-viral (4), viral (3)	uncharacterized protein (4), VDB (2), UDB Viruses (1)	gi|323826133|emb|CACM01004194.1|_1490-2209:-	7.51e-95	56.5	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420J4S4_9PEZI	hypothetical protein [Cryphonectria parasitica ambivirus 1] acc=QMP84023.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Cryphonectria parasitica ambivirus 1	Ascomycota
CACM01_EVE033	high	47	maybe-viral (3), viral (2)	uncharacterized protein (3), UDB Viruses (1), VDB (1)	gi|323828383|emb|CACM01001944.1|_36-813:+	6.52e-98	65.7	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420I2D8_9PEZI	hypothetical protein [H2BulkLitter1223 virus] acc=QDH88668.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__Hubramonavirus terrae	Ascomycota
CACM01_EVE034	high	40	maybe-viral (3), non-viral (1), viral (1)	uncharacterized protein (3), annotated protein of Eukaryota (1), capsid (1)	gi|323817347|emb|CACM01012975.1|_628-1191:-	1.81e-90	71.5	Nucleocapsid protein (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PIR6_9PEZI	NA	NA	Ascomycota
CACM01_EVE035	high	38	maybe-viral (4), non-viral (1), viral (1)	uncharacterized protein (4), annotated protein of Eukaryota (1), capsid (1)	gi|323822450|emb|CACM01007877.1|_2220-3017:+	2.3499999999999998e-138	71.8	Nucleocapsid protein (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PIR6_9PEZI	NA	NA	Ascomycota
CACM01_EVE036	low	30	maybe-viral (10), non-viral (3), viral (3)	uncharacterized protein (10), annotated protein of Eukaryota (3), capsid (2), VDB (1)	gi|323827370|emb|CACM01002957.1|_212-550:-	9.589999999999999e-24	43	Enolase-phosphatase E1 (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PU21_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACM01_EVE037	low	27	maybe-viral (8), non-viral (2), viral (2)	uncharacterized protein (8), annotated protein of Eukaryota (2), capsid (1), VDB (1)	gi|323819320|emb|CACM01011007.1|_556-803:-	3.95e-32	65.5	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACM01_EVE038	low	24	maybe-viral (5), non-viral (2), viral (1)	uncharacterized protein (5), annotated protein of Eukaryota (2), capsid (1)	gi|323815970|emb|CACM01014269.1|_2-811:-	1.1299999999999998e-110	61	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACM01_EVE039	low	24	maybe-viral (6), non-viral (2), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (2), capsid (1)	gi|323828662|emb|CACM01001665.1|_441-1226:+	1.4999999999999999e-116	62.7	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACM01_EVE040	low	23	maybe-viral (7), non-viral (2), viral (1)	uncharacterized protein (7), annotated protein of Eukaryota (2), capsid (1)	gi|323807605|emb|CACM01022585.1|_11-454:+	1.96e-66	70.5	Enolase-phosphatase E1 (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PU21_9PEZI	NA	NA	Ascomycota
CACM01_EVE041	low	23	maybe-viral (6), non-viral (2), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (2), capsid (1)	gi|323819537|emb|CACM01010790.1|_2311-2946:+	3.7e-83	59.9	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACM01_EVE042	low	23	maybe-viral (8), non-viral (2), viral (1)	uncharacterized protein (8), annotated protein of Eukaryota (2), capsid (1)	gi|323823298|emb|CACM01007029.1|_4676-4948:-	4.119999999999999e-31	62.1	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACM01_EVE043	low	23	maybe-viral (6), non-viral (3), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (3), capsid (1)	gi|323825851|emb|CACM01004476.1|_145-592:-	7.24e-57	61.6	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACM01_EVE044	low	23	maybe-viral (6), non-viral (2), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (2), capsid (1)	gi|323829389|emb|CACM01000938.1|_1320-2191:+	3.3399999999999996e-118	59.7	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACM01_EVE045	low	22	maybe-viral (6), non-viral (3), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (3), capsid (1)	gi|323822571|emb|CACM01007756.1|_56-496:-	8.139999999999999e-48	53.1	Enolase-phosphatase E1 (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PU21_9PEZI	NA	NA	Ascomycota
CACM01_EVE046	low	22	maybe-viral (6), non-viral (3), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (3), capsid (1)	gi|323827461|emb|CACM01002866.1|_11717-12331:-	7.2e-84	62.6	Enolase-phosphatase E1 (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PU21_9PEZI	NA	NA	Ascomycota
CACM01_EVE047	low	22	maybe-viral (6), non-viral (3), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (3), capsid (1)	gi|323829707|emb|CACM01000620.1|_7780-8229:+	1.9199999999999998e-57	62	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACM01_EVE048	low	20	maybe-viral (2)	uncharacterized protein (2)	gi|323819518|emb|CACM01010809.1|_453-1364:-	3.45e-142	66.4	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420I2D8_9PEZI	NA	NA	Ascomycota
CACM01_EVE049	low	20	maybe-viral (2)	uncharacterized protein (2)	gi|323825390|emb|CACM01004937.1|_925-2001:+	3.48e-137	59.3	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420I2D8_9PEZI	NA	NA	Ascomycota
CACM01_EVE050	low	18	maybe-viral (18), non-viral (2)	uncharacterized protein (18), annotated protein of Eukaryota (2)	gi|323799094|emb|CACM01029020.1|_839-940:+	8.84e-17	100	Uncharacterized protein n=2 Tax=Opisthokonta  RepID=A0A2I1CQ95_ASPC2	NA	NA	Ascomycota
CACM01_EVE051	low	17	maybe-viral (12), non-viral (6), retro (1), viral (1)	uncharacterized protein (12), annotated protein of Eukaryota (6), retro (1), VDB (1)	gi|323825822|emb|CACM01004505.1|_304-780:-	3.34e-49	52.5	uncharacterized protein n=7 Tax=Morchella importuna  RepID=UPI001E8D8CE7	polyprotein [Verticillium dahliae VdLs.17] acc=AEB91352.1 	NA	Ascomycota
CACM01_EVE052	low	17	maybe-viral (17), non-viral (3)	uncharacterized protein (17), annotated protein of Eukaryota (3)	gi|323829949|emb|CACM01000378.1|_8281-8382:+	3.3e-14	97	Uncharacterized protein n=1 Tax=Pneumocystis sp. 'macacae'  RepID=A0A8H8DN61_9ASCO	NA	NA	unclassified Fungi phylum
CACM01_EVE053	low	16	maybe-viral (16), non-viral (4)	uncharacterized protein (16), annotated protein of Eukaryota (4)	gi|323800018|emb|CACM01028096.1|_100-186:+	2.98e-12	100	Uncharacterized protein n=1 Tax=Helobdella robusta  RepID=T1G8G4_HELRO	NA	NA	unclassified Fungi phylum
CACM01_EVE054	low	16	maybe-viral (16), non-viral (4)	uncharacterized protein (16), annotated protein of Eukaryota (4)	gi|323807868|emb|CACM01022322.1|_486-581:+	2.95e-15	96.8	Homeodomain-like DNA binding domain-containing transcription factor n=2 Tax=Fungi  RepID=A0A162TZ11_PHYB8	NA	NA	unclassified Fungi phylum
CACM01_EVE055	low	16	maybe-viral (12), non-viral (4), retro (4), viral (1)	uncharacterized protein (12), annotated protein of Eukaryota (4), retro (3), reverse transcriptase (1), VDB (1)	gi|323809115|emb|CACM01021075.1|_623-1035:+	2.27e-39	53.2	uncharacterized protein n=7 Tax=Morchella importuna  RepID=UPI001E8D8CE7	polyprotein [Verticillium dahliae VdLs.17] acc=AEB91352.1 	NA	Ascomycota
CACM01_EVE056	low	16	maybe-viral (16), non-viral (4)	uncharacterized protein (16), annotated protein of Eukaryota (4)	gi|323809296|emb|CACM01020894.1|_643-738:-	2.95e-15	96.8	Homeodomain-like DNA binding domain-containing transcription factor n=2 Tax=Fungi  RepID=A0A162TZ11_PHYB8	NA	NA	unclassified Fungi phylum
CACM01_EVE057	low	16	maybe-viral (16), non-viral (4)	uncharacterized protein (16), annotated protein of Eukaryota (4)	gi|323809965|emb|CACM01020225.1|_532-627:+	2.95e-15	96.8	Homeodomain-like DNA binding domain-containing transcription factor n=2 Tax=Fungi  RepID=A0A162TZ11_PHYB8	NA	NA	unclassified Fungi phylum
CACM01_EVE058	low	16	maybe-viral (16), non-viral (4)	uncharacterized protein (16), annotated protein of Eukaryota (4)	gi|323820645|emb|CACM01009682.1|_727-822:+	2.95e-15	96.8	Homeodomain-like DNA binding domain-containing transcription factor n=2 Tax=Fungi  RepID=A0A162TZ11_PHYB8	NA	NA	unclassified Fungi phylum
