ID	Scaffold	Start	End	Len	q_seq_id	Num_total_hit	Num_viral_hit	Fraction_viral_hit	Bestviral_Protein	Virus_name	BestviralEval	Num_subj_same_bestViralEval	Bestviral_frame	Bestviral_percid	Bestviral_qcov	Bestviral_start	Bestviral_end	Bestviral_slen	Bestviral_taxid	Bestviral_accession	BestSubj	BestEval	Num_subj_same_bestEval	Sel_BestSubj	Sel_BestEval	Sel_Num_subj_same_bestEval	NIRVSmerged	Viral Order	Viral Family	Viral Order taxid	Viral Family taxid
NIRVS_19	APCI01006695.1	13846	14220	374	UHK03328.1_acc|GENBANK|UHK03328.1|GENBANK|MZ209659|polyprotein_[Hangzhou_frankliniella_intonsa_flavivirus_2]_taxid=2905438_APCI01006695.1_13849_14196(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_049285055.1_ADP-ribose glycohydrolase OARD1-like [Anopheles funestus]:64-187	2.3e-62	1	XP_049285055.1_ADP-ribose glycohydrolase OARD1-like [Anopheles funestus]:64-187	2.3e-62	1	yes	NA	NA	NA	NA
NIRVS_2	APCI01000339.1	34275	34394	119	AAB92355.1_acc|GENBANK|AAB92355.1|GENBANK|U89438|nonstructural_protein_P125-2_[Bovine_viral_diarrhea_virus_1]_taxid=11099_APCI01000339.1_34394_34275(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_049278431.1_small ubiquitin-related modifier 2-like [Anopheles funestus]:6-44	6.9e-13	1	XP_049278431.1_small ubiquitin-related modifier 2-like [Anopheles funestus]:6-44	6.9e-13	1	yes	NA	NA	NA	NA
NIRVS_20	APCI01007358.1	4140	5111	971	ATP66855.1_acc|GENBANK|ATP66855.1|GENBANK|KY370100|polyprotein_[Rodent_pestivirus]_taxid=2050021_APCI01007358.1_4140_5072(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_049283945.1_pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Anopheles funestus]:496-818	2e-182	1	XP_049283945.1_pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Anopheles funestus]:496-818	2e-182	1	yes	NA	NA	NA	NA
NIRVS_21	APCI01008673.1	336	467	131	AAB92355.1_acc|GENBANK|AAB92355.1|GENBANK|U89438|nonstructural_protein_P125-2_[Bovine_viral_diarrhea_virus_1]_taxid=11099_APCI01008673.1_467_336(-)	0	0	0	NA	NA	-1	0	.	.	.	.	.	.	.	.	NA	-1	0	NA	-1	0	yes	NA	NA	NA	NA
NIRVS_3	APCI01000432.1	40751	41083	332	AAD44037.1_acc|GENBANK|AAD44037.1|GENBANK|AF104020|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_APCI01000432.1_40978_40751(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_049283215.1_polyubiquitin-C isoform X8 [Anopheles funestus]:138-218	1.9e-31	1	XP_049283215.1_polyubiquitin-C isoform X8 [Anopheles funestus]:138-218	1.9e-31	1	yes	NA	NA	NA	NA
NIRVS_4	APCI01000432.1	42543	43244	701	QFX66041.1_acc|GENBANK|QFX66041.1|NEIGHBOR|MK775204|polyprotein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_APCI01000432.1_43229_42975(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_053659233.1_polyubiquitin-C isoform X3 [Anopheles marshallii]:1-228	1.4e-116	1	XP_053659233.1_polyubiquitin-C isoform X3 [Anopheles marshallii]:1-228	1.4e-116	1	yes	NA	NA	NA	NA
NIRVS_5	APCI01000432.1	44483	44791	308	AAK69179.1_acc|GENBANK|AAK69179.1|GENBANK|AF321454|polyprotein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_APCI01000432.1_44552_44776(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_040221075.2_polyubiquitin-B-like [Anopheles coluzzii]:1-81	3.8e-34	8	XP_040221075.2_polyubiquitin-B-like [Anopheles coluzzii]:1-81	3.8e-34	7	yes	NA	NA	NA	NA
NIRVS_6	APCI01000433.1	1	369	368	AAA53067.1_acc|GENBANK|AAA53067.1|GENBANK|L13783|p125_protein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_APCI01000433.1_88_369(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_049283216.1_polyubiquitin-C-like [Anopheles funestus]:415-536	4.5e-58	1	XP_049283216.1_polyubiquitin-C-like [Anopheles funestus]:415-536	4.5e-58	1	yes	NA	NA	NA	NA
NIRVS_7	APCI01001657.1	43122	43487	365	QFX66041.1_acc|GENBANK|QFX66041.1|NEIGHBOR|MK775204|polyprotein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_APCI01001657.1_43457_43230(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	OII78277.1_ubiquitin family protein [Cryptosporidium andersoni]:39-124	4e-35	1	OII78277.1_ubiquitin family protein [Cryptosporidium andersoni]:39-124	4e-35	1	yes	NA	NA	NA	NA
NIRVS_8	APCI01001665.1	12203	12280	77	AAF73908.1_acc|GENBANK|AAF73908.1|GENBANK|AF227253|polyprotein_[Bovine_viral_diarrhea_virus-1_strain_CP821]_taxid=120950_APCI01001665.1_12280_12203(-)	0	0	0	NA	NA	-1	0	.	.	.	.	.	.	.	.	NA	-1	0	NA	-1	0	yes	NA	NA	NA	NA
NIRVS_9	APCI01001665.1	12328	12537	209	AAD44037.1_acc|GENBANK|AAD44037.1|GENBANK|AF104020|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_APCI01001665.1_12501_12328(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	KAG4076287.1_hypothetical protein HA402_014836 [Bradysia odoriphaga]:6-62	2.6e-15	2	XP_031440432.1_tripartite motif-containing protein 29 isoform X1 [Clupea harengus]:243-302	2.6e-15	1	yes	NA	NA	NA	NA
