ID	Scaffold	Start	End	Len	q_seq_id	Num_total_hit	Num_viral_hit	Fraction_viral_hit	Bestviral_Protein	Virus_name	BestviralEval	Num_subj_same_bestViralEval	Bestviral_frame	Bestviral_percid	Bestviral_qcov	Bestviral_start	Bestviral_end	Bestviral_slen	Bestviral_taxid	Bestviral_accession	BestSubj	BestEval	Num_subj_same_bestEval	Sel_BestSubj	Sel_BestEval	Sel_Num_subj_same_bestEval	NIRVSmerged
NIRVS_9	AXCM01003909.1	22770	23243	473	QWJ88498.1_acc|GENBANK|QWJ88498.1|GENBANK|MZ027894|polyprotein_[Linda_virus]_taxid=2014960_AXCM01003909.1_23243_22770(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_035907814.1_ATP-dependent RNA helicase DHX33 [Anopheles stephensi]:40-191	4.1e-72	1	XP_035907814.1_ATP-dependent RNA helicase DHX33 [Anopheles stephensi]:40-191	4.1e-72	1	yes
NIRVS_19	AXCM01016731.1	1384	2457	1073	NP_620053.1_acc|REFSEQ|NP_620053.1|REFSEQ|NC_003678|polyprotein_[Pestivirus_giraffe-1_H138]_taxid=119222_AXCM01016731.1_1384_2457(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_049278097.1_probable ATP-dependent RNA helicase DHX34 [Anopheles funestus]:187-543	1.4e-197	1	XP_049278097.1_probable ATP-dependent RNA helicase DHX34 [Anopheles funestus]:187-543	1.4e-197	1	yes
NIRVS_6	AXCM01000651.1	25307	25474	167	AZQ00651.1_acc|GENBANK|AZQ00651.1|GENBANK|MH231127|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCM01000651.1_25307_25474(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_050068382.1_uncharacterized protein LOC126556881 [Anopheles maculipalpis]:949-1003	6.5e-25	5	XP_052897672.1_transcription factor 20 [Anopheles moucheti]:942-996	6.5e-25	1	yes
NIRVS_13	AXCM01007430.1	3674	3778	104	AAD44037.1_acc|GENBANK|AAD44037.1|GENBANK|AF104020|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCM01007430.1_3751_3674(-)	0	0	0	NA	NA	-1	0	.	.	.	.	.	.	.	.	NA	-1	0	NA	-1	0	yes
NIRVS_18	AXCM01014840.1	5146	5571	425	AAA53067.1_acc|GENBANK|AAA53067.1|GENBANK|L13783|p125_protein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_AXCM01014840.1_5571_5368(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_052902184.1_polyubiquitin-like [Anopheles moucheti]:246-384	2.3e-66	1	XP_052902184.1_polyubiquitin-like [Anopheles moucheti]:246-384	2.3e-66	1	yes
NIRVS_16	AXCM01007613.1	4002	4430	428	AAD44046.1_acc|GENBANK|AAD44046.1|GENBANK|AF104029|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCM01007613.1_4199_4014(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	KAK4324739.1_hypothetical protein Pmani_004629 [Petrolisthes manimaculis]:14-117	1.4e-34	1	KAF7319954.1_RNA-dependent RNA polymerase [Mycena kentingensis (nom. inval.)]:1224-1314	3.1e-34	1	yes
NIRVS_4	AXCM01000275.1	67064	67330	266	AAM77033.1_acc|GENBANK|AAM77033.1|GENBANK|AY117144|polyprotein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_AXCM01000275.1_67064_67330(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_041767489.1_gamma-aminobutyric acid receptor-associated protein [Anopheles merus]:31-117	1.6e-41	6	XP_041767489.1_gamma-aminobutyric acid receptor-associated protein [Anopheles merus]:31-117	1.6e-41	5	yes
NIRVS_14	AXCM01007430.1	3843	4001	158	AAD44037.1_acc|GENBANK|AAD44037.1|GENBANK|AF104020|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCM01007430.1_3977_3843(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_031440432.1_tripartite motif-containing protein 29 isoform X1 [Clupea harengus]:243-289	3.7e-14	1	XP_031440432.1_tripartite motif-containing protein 29 isoform X1 [Clupea harengus]:243-289	3.7e-14	1	yes
NIRVS_7	AXCM01002550.1	30214	30375	161	QFX66041.1_acc|GENBANK|QFX66041.1|NEIGHBOR|MK775204|polyprotein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_AXCM01002550.1_30375_30214(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_050482672.1_LOW QUALITY PROTEIN: polyubiquitin-B-like [Bombus huntii]:188-236	1.6e-15	3	CAC5358326.1_UBC [Mytilus coruscus]:211-259	1.6e-15	2	yes
NIRVS_3	AXCM01000146.1	32875	33168	293	AAK69181.1_acc|GENBANK|AAK69181.1|GENBANK|AF321456|polyprotein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_AXCM01000146.1_32914_33165(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_029883291.1_polyubiquitin-C isoform X1 [Aquila chrysaetos chrysaetos]:30-118	1.3e-39	1	XP_029883291.1_polyubiquitin-C isoform X1 [Aquila chrysaetos chrysaetos]:30-118	1.3e-39	1	yes
