eve_id	confidence	eve_score	suggests	because	locus	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
CACN01_EVE011	high	100	viral (4)	UDB Viruses (2), VDB (2)	gi|323858844|emb|CACN01008830.1|_1897-2168:-	3.12e-39	80.2	RdRp [Plasmopara viticola lesion associated poty-like virus 1] acc=QHD64737.1 	RdRp [Plasmopara viticola lesion associated poty-like virus 1] acc=QHD64737.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__unclassified Potyviridae genus;s__Plasmopara viticola lesion associated poty-like virus 1	Duplornaviricota
CACN01_EVE012	high	100	viral (6)	UDB Viruses (3), VDB (3)	gi|323863599|emb|CACN01006397.1|_2174-2706:+	3.5700000000000003e-65	54.5	CP [Liriodendron tulipifera tymovirus 1] acc=QQG34679.1 	CP [Liriodendron tulipifera tymovirus 1] acc=QQG34679.1 	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__unclassified Tymoviridae genus;s__Liriodendron tulipifera tymovirus 1	Kitrinoviricota
CACN01_EVE013	high	100	viral (21)	VDB (12), UDB Viruses (9)	gi|323868116|emb|CACN01004071.1|_56-494:-	5.3399999999999995e-31	43.6	ORF1 n=1 Tax=Triticum aestivum associated virga-like virus 1  RepID=A0A977SRA8_9VIRU	ORF1 n=1 Tax=Triticum aestivum associated virga-like virus 1  RepID=A0A977SRA8_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Virgaviridae;g__unclassified Virgaviridae genus;s__Triticum aestivum associated virga-like virus 1	unclassified Viruses phylum
CACN01_EVE014	high	100	viral (2)	VDB (2)	gi|323868909|emb|CACN01003667.1|_2488-4088:-	1.1200000000000001e-281	70.8	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Downy mildew lesion associated ambivirus 3	unclassified Viruses phylum
CACN01_EVE015	high	100	viral (1)	VDB (1)	gi|323870665|emb|CACN01002744.1|_115-1373:+	1.86e-199	68.3	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	hypothetical protein [Downy mildew lesion associated ambivirus 3] acc=WNA22198.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Downy mildew lesion associated ambivirus 3	unclassified Viruses phylum
CACN01_EVE016	high	100	viral (16)	VDB (9), UDB Viruses (6), capsid (1)	gi|323872804|emb|CACN01001621.1|_2290-3012:+	4.09e-53	42.6	Capsid protein n=1 Tax=Erysiphe neolycopersici  RepID=A0A420H6W4_9PEZI	capsid protein [Erysiphe necator associated chrysovirus 2] acc=QKK35388.1 	k__Viruses;K__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;f__Chrysoviridae;g__Chrysovirus;s__Erysiphe necator associated chrysovirus 2	Duplornaviricota
CACN01_EVE017	high	100	viral (2)	capsid (1), VDB (1)	gi|323872818|emb|CACN01001613.1|_5487-5752:+	3.56e-9	31.4	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACN01_EVE018	high	100	viral (18)	VDB (15), UDB Viruses (3)	gi|323874719|emb|CACN01000597.1|_3364-4205:+	8.86e-140	77.4	RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 3] acc=QHD64773.1 	RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 3] acc=QHD64773.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Penicillimonavirus;s__Penicillimonavirus gammaplasmopara	Negarnaviricota
CACN01_EVE019	high	88	viral (18), non-viral (2)	VDB (13), UDB Viruses (5), annotated protein of Eukaryota (2)	gi|323868917|emb|CACN01003663.1|_1675-2174:-	1.7599999999999998e-66	70.9	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-dependent RNA polymerase [Penicillium glabrum negative-stranded RNA virus 1] acc=QDB75014.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Penicillimonavirus;s__Penicillimonavirus betapenicillii	Negarnaviricota
CACN01_EVE020	high	83	viral (9), non-viral (1)	VDB (5), UDB Viruses (3), annotated protein of Eukaryota (1), virus (1)	gi|323872202|emb|CACN01001929.1|_631-1116:+	3.11e-64	63.2	Putative Bgh-specific protein n=1 Tax=Blumeria graminis f. sp. hordei (strain DH14)  RepID=N1J606_BLUG1	replicase [Erysiphe necator associated ssRNA virus 8] acc=QKN22664.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Erysiphe necator associated ssRNA virus 8	unclassified Viruses phylum
CACN01_EVE021	high	81	viral (2), maybe-viral (1)	capsid (1), uncharacterized protein (1), VDB (1)	gi|323856776|emb|CACN01009904.1|_109-567:-	3.4400000000000003e-29	43.2	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACN01_EVE022	high	81	viral (20), non-viral (3), maybe-viral (1)	VDB (13), UDB Viruses (7), annotated protein of Eukaryota (3), uncharacterized protein (1)	gi|323865666|emb|CACN01005308.1|_2687-3154:-	7.22e-19	62.9	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-dependent RNA polymerase [Erysiphe necator associated negative-stranded RNA virus 23] acc=QJW70355.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Plasmopamonavirus;s__Plasmopamonavirus erysiphe	Negarnaviricota
CACN01_EVE023	high	67	viral (4), non-viral (1)	UDB Viruses (2), VDB (2), annotated protein of Eukaryota (1)	gi|323858725|emb|CACN01008891.1|_6-2150:+	0	68.5	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase n=2 Tax=Negarnaviricota  RepID=A0A6B9Q463_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__unclassified Negarnaviricota species	Negarnaviricota
CACN01_EVE024	high	67	viral (4), non-viral (1)	UDB Viruses (2), VDB (2), annotated protein of Eukaryota (1)	gi|323870895|emb|CACN01002620.1|_264-2464:-	0	65.4	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus  RepID=A0A1L3KMM2_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species	Negarnaviricota
CACN01_EVE025	high	62	viral (3), non-viral (1)	VDB (2), annotated protein of Eukaryota (1), UDB Viruses (1)	gi|323868917|emb|CACN01003663.1|_1365-1710:-	3.66e-30	56.2	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus  RepID=A0A1L3KMM2_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species	Negarnaviricota
CACN01_EVE026	high	60	maybe-viral (1), viral (1)	uncharacterized protein (1), VDB (1)	gi|323859034|emb|CACN01008733.1|_370-882:+	1.09e-8	90.3	Uncharacterized protein n=1 Tax=Uncinula necator  RepID=A0A0B1P093_UNCNE	RNA-dependent RNA polymerase [Qingdao RNA virus 4] acc=BDR95913.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Chunqiuviricetes;o__Muvirales;f__Qinviridae;g__unclassified Qinviridae genus;s__Qingdao RNA virus 4	Ascomycota
CACN01_EVE027	high	60	viral (3), non-viral (1)	VDB (2), annotated protein of Eukaryota (1), UDB Viruses (1)	gi|323875651|emb|CACN01000121.1|_132-2824:-	0	64.1	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus  RepID=A0A1L3KMM2_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species	Negarnaviricota
CACN01_EVE028	high	58	maybe-viral (2), viral (2)	uncharacterized protein (2), capsid (1), VDB (1)	gi|323855770|emb|CACN01010454.1|_218-871:-	7.64e-36	38.6	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HWC8_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACN01_EVE029	high	53	maybe-viral (2), viral (2)	uncharacterized protein (2), capsid (1), VDB (1)	gi|323874830|emb|CACN01000545.1|_462-856:+	1.19e-25	45.1	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HWC8_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACN01_EVE030	high	51	viral (2), non-viral (1)	annotated protein of Eukaryota (1), UDB Viruses (1), VDB (1)	gi|323858574|emb|CACN01008962.1|_108-2132:-	9.289999999999999e-232	59.4	RNA-directed RNA polymerase L n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420HMS3_9PEZI	RNA-directed RNA polymerase L n=2 Tax=Hubramonavirus  RepID=A0A1L3KMM2_9MONO	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Mymonaviridae;g__Hubramonavirus;s__unclassified Hubramonavirus species	Negarnaviricota
CACN01_EVE031	high	49	maybe-viral (4), viral (3)	uncharacterized protein (4), VDB (2), UDB Viruses (1)	gi|323856501|emb|CACN01010057.1|_875-1594:-	7.51e-95	56.5	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420J4S4_9PEZI	hypothetical protein [Cryphonectria parasitica ambivirus 1] acc=QMP84023.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Cryphonectria parasitica ambivirus 1	Ascomycota
CACN01_EVE032	high	41	maybe-viral (3), non-viral (1), viral (1)	uncharacterized protein (3), annotated protein of Eukaryota (1), capsid (1)	gi|323858155|emb|CACN01009188.1|_5-757:-	1.26e-126	70.1	Nucleocapsid protein (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PIR6_9PEZI	NA	NA	Ascomycota
CACN01_EVE033	high	40	maybe-viral (3), non-viral (1), viral (1)	uncharacterized protein (3), annotated protein of Eukaryota (1), capsid (1)	gi|323835391|emb|CACN01021079.1|_88-651:-	1.81e-90	71.5	Nucleocapsid protein (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PIR6_9PEZI	NA	NA	Ascomycota
CACN01_EVE034	low	30	maybe-viral (7), non-viral (3), viral (3)	uncharacterized protein (7), annotated protein of Eukaryota (3), capsid (2), VDB (1)	gi|323846687|emb|CACN01014940.1|_466-927:+	2e-27	37.5	Enolase-phosphatase E1 (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PU21_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACN01_EVE035	low	27	maybe-viral (8), non-viral (2), viral (2)	uncharacterized protein (8), annotated protein of Eukaryota (2), capsid (1), VDB (1)	gi|323860009|emb|CACN01008246.1|_753-1000:+	3.95e-32	65.5	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	hypothetical protein [Colletotrichum associated negative-sense single-stranded RNA virus] acc=UYD21356.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__unclassified Negarnaviricota class;o__unclassified Negarnaviricota order;f__unclassified Negarnaviricota family;g__unclassified Negarnaviricota genus;s__Colletotrichum associated negative-sense single-stranded RNA virus 2	Ascomycota
CACN01_EVE036	low	26	maybe-viral (4), non-viral (1), viral (1)	uncharacterized protein (4), annotated protein of Eukaryota (1), capsid (1)	gi|323859407|emb|CACN01008542.1|_17-1031:-	2.04e-135	58.9	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACN01_EVE037	low	24	maybe-viral (6), non-viral (2), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (2), capsid (1)	gi|323839196|emb|CACN01018570.1|_2-616:-	1.31e-84	63.1	Enolase-phosphatase E1 (Fragment) n=1 Tax=Erysiphe pulchra  RepID=A0A2S4PU21_9PEZI	NA	NA	Ascomycota
CACN01_EVE038	low	24	maybe-viral (6), non-viral (2), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (2), capsid (1)	gi|323864753|emb|CACN01005817.1|_1252-2037:-	1.4999999999999999e-116	62.7	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACN01_EVE039	low	24	maybe-viral (5), non-viral (2), viral (1)	uncharacterized protein (5), annotated protein of Eukaryota (2), capsid (1)	gi|323868275|emb|CACN01003993.1|_545-1387:+	1.41e-98	54.3	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACN01_EVE040	low	23	maybe-viral (6), non-viral (2), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (2), capsid (1)	gi|323853092|emb|CACN01011859.1|_112-983:-	3.3399999999999996e-118	59.7	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACN01_EVE041	low	23	maybe-viral (6), non-viral (3), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (3), capsid (1)	gi|323860433|emb|CACN01008022.1|_127-574:-	7.24e-57	61.6	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACN01_EVE042	low	23	maybe-viral (6), non-viral (2), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (2), capsid (1)	gi|323862606|emb|CACN01006904.1|_1566-2201:-	3.7e-83	59.9	Uncharacterized protein (Fragment) n=2 Tax=Erysiphe pulchra  RepID=A0A2S4PS37_9PEZI	NA	NA	Ascomycota
CACN01_EVE043	low	20	maybe-viral (2)	uncharacterized protein (2)	gi|323852892|emb|CACN01011955.1|_36-947:-	3.45e-142	66.4	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420I2D8_9PEZI	NA	NA	Ascomycota
CACN01_EVE044	low	20	maybe-viral (2)	uncharacterized protein (2)	gi|323873267|emb|CACN01001387.1|_1439-2227:+	2.0200000000000002e-91	60.1	Uncharacterized protein n=3 Tax=Erysiphe  RepID=A0A0B1P5Y0_UNCNE	NA	NA	Ascomycota
CACN01_EVE045	low	20	maybe-viral (2)	uncharacterized protein (2)	gi|323873713|emb|CACN01001145.1|_2619-3695:+	3.48e-137	59.3	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420I2D8_9PEZI	NA	NA	Ascomycota
CACN01_EVE046	low	20	maybe-viral (2)	uncharacterized protein (2)	gi|323875651|emb|CACN01000121.1|_3009-4145:-	1.7599999999999999e-147	60.3	Uncharacterized protein n=1 Tax=Golovinomyces cichoracearum  RepID=A0A420I2D8_9PEZI	NA	NA	Ascomycota
CACN01_EVE047	low	18	maybe-viral (18), non-viral (2)	uncharacterized protein (18), annotated protein of Eukaryota (2)	gi|323830602|emb|CACN01025868.1|_3-98:-	1.33e-15	100	Uncharacterized protein n=2 Tax=Opisthokonta  RepID=A0A2I1CQ95_ASPC2	NA	NA	Ascomycota
CACN01_EVE048	low	17	maybe-viral (17), non-viral (3)	uncharacterized protein (17), annotated protein of Eukaryota (3)	gi|323865029|emb|CACN01005677.1|_1000-1290:+	1.76e-20	42.9	uncharacterized protein n=4 Tax=Morchella sextelata  RepID=UPI001D04A3EF	NA	NA	Ascomycota
CACN01_EVE049	low	16	maybe-viral (16), non-viral (4)	uncharacterized protein (16), annotated protein of Eukaryota (4)	gi|323873857|emb|CACN01001064.1|_347-442:-	2.95e-15	96.8	Homeodomain-like DNA binding domain-containing transcription factor n=2 Tax=Fungi  RepID=A0A162TZ11_PHYB8	NA	NA	unclassified Fungi phylum
CACN01_EVE050	low	14	maybe-viral (9), non-viral (5), retro (5), viral (1)	uncharacterized protein (9), annotated protein of Eukaryota (5), retro (4), reverse transcriptase (1), VDB (1)	gi|323869224|emb|CACN01003508.1|_352-774:-	6.29e-43	51.1	uncharacterized protein n=7 Tax=Morchella importuna  RepID=UPI001E8D8CE7	polyprotein [Verticillium dahliae VdLs.17] acc=AEB91352.1 	NA	Ascomycota
CACN01_EVE051	low	13	maybe-viral (8), non-viral (7), retro (4), viral (1)	annotated protein of Eukaryota (7), uncharacterized protein (6), retro (4), polyprotein protein (2), VDB (1)	gi|323835221|emb|CACN01021249.1|_82-587:+	3.77e-102	89.4	Integrase zinc-binding domain-containing protein n=6 Tax=Pisum sativum  RepID=A0A9D5B864_PEA	gag/pol polyprotein [Pisum sativum] acc=AAQ82037.1 	NA	Streptophyta
CACN01_EVE052	low	13	maybe-viral (13), non-viral (6), retro (1)	uncharacterized protein (13), annotated protein of Eukaryota (6), retro (1)	gi|323867038|emb|CACN01004617.1|_20-367:-	1.0400000000000001e-29	48.3	uncharacterized protein n=7 Tax=Morchella importuna  RepID=UPI001E8D8CE7	NA	NA	Ascomycota
CACN01_EVE053	low	13	non-viral (15), maybe-viral (3), viral (2)	annotated protein of Eukaryota (15), uncharacterized protein (3), UDB Viruses (1), VDB (1)	gi|323872755|emb|CACN01001645.1|_3110-3325:+	2.93e-25	71.4	Uncharacterized protein n=11 Tax=Erysiphaceae  RepID=N1JF04_BLUG1	RNA-dependent RNA polymerase [Sclerotinia sclerotiorum mitovirus 9-U] acc=UCR95337.1 	k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Howeltoviricetes;o__Cryppavirales;f__Mitoviridae;g__Mitovirus;s__Sclerotinia sclerotiorum mitovirus 9-U	Ascomycota
CACN01_EVE054	low	12	maybe-viral (7), retro (7), non-viral (5), viral (1)	retro (7), uncharacterized protein (7), annotated protein of Eukaryota (5), VDB (1)	gi|323836412|emb|CACN01020058.1|_151-605:-	1.2799999999999999e-95	95.5	Uncharacterized protein n=3 Tax=Pisum sativum  RepID=A0A9D4WUG3_PEA	gag/pol polyprotein [Pisum sativum] acc=AAQ82037.1 	NA	Streptophyta
CACN01_EVE055	low	12	maybe-viral (12), non-viral (4), retro (4)	uncharacterized protein (12), annotated protein of Eukaryota (4), retro (3), reverse transcriptase (1)	gi|323846329|emb|CACN01015133.1|_51-472:+	1.68e-38	50.7	uncharacterized protein n=2 Tax=Morchella importuna  RepID=UPI001E8E0526	NA	NA	Ascomycota
CACN01_EVE056	low	12	non-viral (18), viral (2)	annotated protein of Eukaryota (17), annotated protein of Bacteria (1), UDB Viruses (1), VDB (1)	gi|323875722|emb|CACN01000071.1|_969-1127:-	4.14e-27	100	LAGLIDADG endonuclease domain-containing protein n=1 Tax=Erysiphe pisi  RepID=A0A7U1GG81_ERYPI	hypothetical protein [Mitovirus sp.] acc=QDH86957.1 	k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Howeltoviricetes;o__Cryppavirales;f__Mitoviridae;g__Mitovirus;s__Mitovirus sp.	Ascomycota
CACN01_EVE057	low	11	retro (8), maybe-viral (6), non-viral (5), viral (1)	retro (8), uncharacterized protein (6), annotated protein of Eukaryota (5), VDB (1)	gi|323839834|emb|CACN01018249.1|_2-424:-	1.99e-90	97.9	Gypsy retrotransposon integrase-like protein 1 n=2 Tax=Pisum sativum  RepID=A0A9D4WAH0_PEA	gag/pol polyprotein [Pisum sativum] acc=AAQ82037.1 	NA	Streptophyta
