eve_id	confidence	eve_score	suggests	because	locus	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
ABXC01_EVE011	high	38	maybe-viral (11), viral (6), non-viral (2), retro (2)	uncharacterized protein (11), VDB (6), annotated protein of Eukaryota (2), retro (1), transposase (1)	ABXC01001045.1_2330100-2330585:+	2.35e-77	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE012	high	38	maybe-viral (10), viral (6), non-viral (3), retro (2)	uncharacterized protein (8), VDB (6), annotated protein of Eukaryota (3), polyprotein protein (2), retro (1), transposase (1)	ABXC01001928.1_99532-100017:-	2.5100000000000002e-79	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE013	high	38	maybe-viral (12), viral (6), non-viral (2), retro (2)	uncharacterized protein (10), VDB (6), annotated protein of Eukaryota (2), polyprotein protein (2), retro (1), transposase (1)	ABXC01002513.1_66087-66572:+	4.1400000000000004e-73	74.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1 	NA	Streptophyta
ABXC01_EVE014	high	38	maybe-viral (11), viral (6), non-viral (3), retro (1)	uncharacterized protein (10), VDB (6), annotated protein of Eukaryota (3), polyprotein protein (1), transposase (1)	ABXC01002589.1_403467-403835:-	3.28e-66	78	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE015	high	38	maybe-viral (12), viral (6), non-viral (2), retro (2)	uncharacterized protein (11), VDB (6), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1), transposase (1)	ABXC01003309.1_12573-13058:-	8.9e-75	74.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE016	high	38	maybe-viral (13), viral (5), non-viral (2)	uncharacterized protein (13), VDB (5), annotated protein of Eukaryota (2)	ABXC01004158.1_201405-201923:+	2.43e-93	79.2	uncharacterized protein LOC120667892 n=1 Tax=Panicum virgatum  RepID=UPI0019D5A845	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE017	high	38	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (1), polyprotein protein (1), transposase (1)	ABXC01006975.1_269536-270021:-	4.759999999999999e-72	73.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE018	high	37	maybe-viral (14), viral (5), retro (2)	uncharacterized protein (13), VDB (5), retro (2), polyprotein protein (1)	ABXC01000249.1_117449-117967:-	6.01e-91	77.5	uncharacterized protein LOC120667892 n=1 Tax=Panicum virgatum  RepID=UPI0019D5A845	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE019	high	37	maybe-viral (13), viral (6), non-viral (2), retro (2)	uncharacterized protein (12), VDB (6), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1), transposase (1)	ABXC01001064.1_133820-134305:+	2.35e-77	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE020	high	37	maybe-viral (13), viral (6), non-viral (2), retro (2)	uncharacterized protein (12), VDB (6), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1), transposase (1)	ABXC01001069.1_117918-118403:-	5.81e-78	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE021	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01001384.1_49909-50412:+	8.04e-84	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE022	high	37	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (1), polyprotein protein (1), transposase (1)	ABXC01001935.1_1089844-1090212:+	8.7e-69	80.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE023	high	37	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (1), polyprotein protein (1), transposase (1)	ABXC01001936.1_60247-60732:-	3.5999999999999995e-74	75.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE024	high	37	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (11), VDB (5), polyprotein protein (2), annotated protein of Eukaryota (1), transposase (1)	ABXC01001967.1_80234-80719:-	6.7000000000000005e-77	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE025	high	37	maybe-viral (7), non-viral (6), viral (6), retro (1)	VDB (6), annotated protein of Eukaryota (5), uncharacterized protein (5), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01002075.1_201906-202391:-	1.2500000000000001e-79	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE026	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01002143.1_57147-57650:+	1.14e-83	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE027	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01002180.1_281179-281682:+	2.65e-82	74.7	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE028	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01002289.1_177595-178098:-	9.86e-85	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE029	high	37	maybe-viral (12), viral (5), retro (2), non-viral (1)	uncharacterized protein (11), VDB (5), retro (2), annotated protein of Eukaryota (1), polyprotein protein (1)	ABXC01002806.1_61398-61895:+	8.58e-83	75.7	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE030	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (10), VDB (5), polyprotein protein (2), annotated protein of Eukaryota (1), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01003311.1_53783-54259:-	2.42e-71	76.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE031	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01003622.1_31292-31795:-	8.04e-84	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE032	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01003835.1_222349-222852:-	4.62e-83	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE033	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01004234.1_117866-118369:+	2.8099999999999998e-84	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE034	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01004543.1_32713-33216:-	1.14e-83	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE035	high	37	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (11), VDB (5), polyprotein protein (2), annotated protein of Eukaryota (1), transposase (1)	ABXC01004768.1_115169-115654:+	5.1e-74	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE036	high	37	maybe-viral (9), viral (6), non-viral (4), retro (2)	uncharacterized protein (7), VDB (6), annotated protein of Eukaryota (4), polyprotein protein (2), retro (1), transposase (1)	ABXC01004768.1_704806-705291:-	4.37e-80	79	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE037	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01005234.1_98198-98701:+	8.76e-81	73.4	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE038	high	37	maybe-viral (14), viral (5), non-viral (2)	uncharacterized protein (13), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1)	ABXC01006023.1_392100-392617:-	3.23e-90	78.2	uncharacterized protein LOC120667892 n=1 Tax=Panicum virgatum  RepID=UPI0019D5A845	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE039	high	37	maybe-viral (14), viral (5), non-viral (1), retro (1)	uncharacterized protein (12), VDB (5), polyprotein protein (2), annotated protein of Eukaryota (1), transposase (1)	ABXC01006057.1_22350-22835:-	9.57e-72	75.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE040	high	37	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (13), VDB (5), annotated protein of Eukaryota (1), transposase (1)	ABXC01006181.1_11193-11651:-	1.16e-77	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE041	high	37	maybe-viral (12), viral (5), retro (2), non-viral (1)	uncharacterized protein (11), VDB (5), retro (2), annotated protein of Eukaryota (1), polyprotein protein (1)	ABXC01006187.1_59813-60316:-	8.230000000000001e-79	68.9	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE042	high	37	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (11), VDB (5), polyprotein protein (2), annotated protein of Eukaryota (1), transposase (1)	ABXC01006651.1_105474-105938:+	1.36e-69	75.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE043	high	37	maybe-viral (13), viral (6), non-viral (2), retro (2)	uncharacterized protein (12), VDB (6), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1), transposase (1)	ABXC01006967.1_219797-220165:-	1.52e-69	81.3	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE044	high	37	maybe-viral (12), viral (6), non-viral (3), retro (1)	uncharacterized protein (11), VDB (6), annotated protein of Eukaryota (3), polyprotein protein (1), transposase (1)	ABXC01007121.1_75299-75706:-	2.72e-76	81.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE045	high	37	maybe-viral (13), viral (5), non-viral (1), retro (1)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (1), polyprotein protein (1), transposase (1)	ABXC01007122.1_200628-200995:+	3.88e-67	79.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE046	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1)	ABXC01009508.1_4432-4937:-	6.71e-78	73.1	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE047	high	37	maybe-viral (12), viral (5), non-viral (2), retro (1)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (2), transposase (1)	ABXC01009525.1_4893-5378:-	4.1e-78	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE048	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000163.1_139894-140397:-	3.2599999999999998e-83	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE049	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000193.1_96004-96507:+	7.13e-80	74	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE050	high	36	maybe-viral (11), viral (5), non-viral (2), retro (2)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1)	ABXC01000347.1_417269-417772:-	9.86e-85	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE051	high	36	maybe-viral (11), viral (5), non-viral (2), retro (2)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1)	ABXC01000387.1_116469-116972:-	1.87e-82	73.4	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE052	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000411.1_267811-268314:+	3.01e-78	68.9	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE053	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000441.1_111170-111673:+	1.0699999999999999e-81	74.7	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE054	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000457.1_47082-47585:+	9.86e-85	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE055	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000460.1_79253-79756:-	2.29e-83	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE056	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000465.1_51619-52122:-	9.86e-85	76	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE057	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01000511.1_39926-40429:+	1.62e-83	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE058	high	36	maybe-viral (11), viral (5), non-viral (2), retro (2)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1)	ABXC01000649.1_457558-458061:+	3.2599999999999998e-83	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE059	high	36	maybe-viral (13), viral (5), non-viral (3)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (2), annotated protein of unclassified cellular organisms superkingdom (1), polyprotein protein (1)	ABXC01000751.1_7430-7948:+	4.74e-90	76.3	uncharacterized protein LOC120667892 n=1 Tax=Panicum virgatum  RepID=UPI0019D5A845	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE060	high	36	maybe-viral (13), viral (5), non-viral (2), retro (1)	uncharacterized protein (13), VDB (5), annotated protein of Eukaryota (2), transposase (1)	ABXC01001030.1_237230-237715:+	1.66e-77	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE061	high	36	maybe-viral (13), viral (5), non-viral (2), retro (1)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), transposase (1)	ABXC01001180.1_74474-74959:-	5.81e-78	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE062	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (9), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01001222.1_255105-255590:+	5.369999999999999e-81	81.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE063	high	36	maybe-viral (11), viral (5), non-viral (2), retro (2)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1)	ABXC01001316.1_73652-74155:-	2.04e-79	73.4	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
ABXC01_EVE064	high	36	maybe-viral (14), viral (5), non-viral (1), retro (1)	uncharacterized protein (13), VDB (5), annotated protein of Eukaryota (1), polyprotein protein (1), transposase (1)	ABXC01001869.1_75484-75852:-	1.8700000000000002e-70	81.3	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE065	high	36	maybe-viral (11), viral (5), non-viral (3), retro (1)	uncharacterized protein (9), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (2), transposase (1)	ABXC01001955.1_130086-130571:+	3.5500000000000006e-79	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1 	NA	Streptophyta
ABXC01_EVE066	high	36	maybe-viral (11), viral (5), non-viral (2), retro (2)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1)	ABXC01002132.1_75255-75758:+	2.89e-79	73.4	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1 	NA	Streptophyta
