eve_id	confidence	eve_score	suggests	because	locus	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
ACYX01_EVE011	high	31	maybe-viral (8), non-viral (5), viral (4)	uncharacterized protein (8), annotated protein of Eukaryota (4), VDB (4), annotated protein of unclassified root superkingdom (1)	ACYX01001767.1_3596-3812:+	1.42e-17	69.6	Uncharacterized protein n=1 Tax=Dendrobium catenatum  RepID=A0A2I0VAB7_9ASPA	RNA-dependent RNA polymerase [Ocimum basilicum RNA virus 2] acc=YP_009408146.1 	k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Howeltoviricetes;o__Cryppavirales;f__Mitoviridae;g__Mitovirus;s__Ocimum basilicum RNA virus 2	Streptophyta
ACYX01_EVE012	low	35	maybe-viral (6), non-viral (6), viral (6), retro (2)	annotated protein of Eukaryota (6), uncharacterized protein (6), VDB (4), reverse transcriptase (2), UDB Viruses (1), virus (1)	ACYX01082591.1_1457-1660:-	5.63e-19	62.1	Ribulose bisphosphate carboxylase large chain n=2 Tax=Acer yangbiense  RepID=A0A5C7GN59_9ROSI	Putative RNA-dependent RNA polymerase (Fragment) n=1 Tax=Mitoviridae sp.  RepID=A0A8T9KMA5_9VIRU	k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Howeltoviricetes;o__Cryppavirales;f__Mitoviridae;g__unclassified Mitoviridae genus;s__Mitoviridae sp.	Streptophyta
ACYX01_EVE013	low	32	non-viral (7), viral (6), maybe-viral (4), retro (4)	annotated protein of Eukaryota (7), reverse transcriptase (4), uncharacterized protein (4), VDB (3), UDB Viruses (1), viral (1), virus (1)	ACYX01056313.1_829-1012:-	2.34e-9	63.6	Reverse transcriptase domain-containing protein n=4 Tax=NPAAA clade  RepID=A0A0R0J4L8_SOYBN	RNA-dependent RNA polymerase [Mitovirus sp.] acc=QDH86687.1 	k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Howeltoviricetes;o__Cryppavirales;f__Mitoviridae;g__Mitovirus;s__Mitovirus sp.	Streptophyta
ACYX01_EVE014	low	27	maybe-viral (9), retro (6), viral (4), non-viral (2)	uncharacterized protein (9), reverse transcriptase (6), VDB (4), annotated protein of Eukaryota (2)	ACYX01037404.1_237-478:-	2.86e-32	80.5	Uncharacterized protein LOC103699337 n=2 Tax=Mesangiospermae  RepID=A0A8B7BKV1_PHODC	hypothetical protein [Lotus japonicus] acc=BAG72148.1 	NA	Streptophyta
ACYX01_EVE015	low	23	non-viral (9), maybe-viral (7), viral (4), retro (2)	annotated protein of Eukaryota (9), uncharacterized protein (6), VDB (3), reverse transcriptase (2), hypothetical protein (1), UDB Viruses (1)	ACYX01030450.1_3006-3268:+	2.53e-26	66.7	Reverse transcriptase domain-containing protein n=2 Tax=Actinidia rufa  RepID=A0A7J0FKS6_9ERIC	putative RNA-dependent RNA polymerase [Mitoviridae sp.] acc=UJQ92482.1 	k__Viruses;K__Orthornavirae;p__Lenarviricota;c__Howeltoviricetes;o__Cryppavirales;f__Mitoviridae;g__unclassified Mitoviridae genus;s__Mitoviridae sp.	Streptophyta
ACYX01_EVE016	low	21	maybe-viral (16), retro (3), viral (1)	uncharacterized protein (15), reverse transcriptase (2), polyprotein protein (1), retro (1), VDB (1)	ACYX01104083.1_508-663:+	3.19e-20	84.3	Uncharacterized protein LOC120113137 n=3 Tax=Mesangiospermae  RepID=A0A8B9B126_PHODC	retrotransposon protein [Glycine max] acc=ACN78974.1 	NA	Streptophyta
ACYX01_EVE017	low	18	maybe-viral (13), retro (4), non-viral (2), viral (1)	uncharacterized protein (13), annotated protein of Eukaryota (2), retro (2), reverse transcriptase (2), VDB (1)	ACYX01007164.1_5821-5970:+	6.59e-19	80	uncharacterized protein LOC114311688 n=1 Tax=Camellia sinensis  RepID=UPI001035F765	polyprotein [Ananas comosus] acc=ACB28472.1 	NA	Streptophyta
ACYX01_EVE018	low	17	maybe-viral (12), retro (6), non-viral (1), viral (1)	uncharacterized protein (12), reverse transcriptase (4), retro (2), annotated protein of Eukaryota (1), VDB (1)	ACYX01007811.1_2368-2529:+	2.8800000000000002e-21	81.5	Uncharacterized protein LOC120104101 n=9 Tax=Mesangiospermae  RepID=A0A8B8Z920_PHODC	retrotransposon protein [Glycine max] acc=ACN78974.1 	NA	Streptophyta
ACYX01_EVE019	low	17	maybe-viral (12), retro (5), non-viral (2), viral (1)	uncharacterized protein (12), reverse transcriptase (3), annotated protein of Eukaryota (2), retro (2), VDB (1)	ACYX01111434.1_1627-1875:+	1.8299999999999998e-47	95.2	Uncharacterized protein K02A2.6-like n=1 Tax=Phoenix dactylifera  RepID=A0A8B9A3C9_PHODC	polyprotein [Ananas comosus] acc=ACB28472.1 	NA	Streptophyta
ACYX01_EVE020	low	16	maybe-viral (16), retro (4)	uncharacterized protein (16), retro (2), reverse transcriptase (2)	ACYX01037089.1_2499-2654:+	5.27e-19	82.4	Uncharacterized protein LOC108980833 n=8 Tax=Mesangiospermae  RepID=A0A6P9E638_JUGRE	NA	NA	Streptophyta
ACYX01_EVE021	low	16	maybe-viral (11), retro (6), non-viral (2), viral (1)	uncharacterized protein (11), reverse transcriptase (4), annotated protein of Eukaryota (2), retro (2), VDB (1)	ACYX01123056.1_2720-2863:-	1.27e-19	83.3	Integrase catalytic domain-containing protein n=2 Tax=Vitis vinifera  RepID=A5BZW2_VITVI	polyprotein [Primula vulgaris] acc=ABD78322.1 	NA	Streptophyta
ACYX01_EVE022	low	16	maybe-viral (12), retro (5), non-viral (3), viral (1)	uncharacterized protein (11), reverse transcriptase (4), annotated protein of Eukaryota (3), polyprotein protein (1), transposon (1), VDB (1)	ACYX01146242.1_697-933:+	6.139999999999999e-31	74.4	Uncharacterized protein LOC118347690 n=3 Tax=Pentapetalae  RepID=A0A6P9E672_JUGRE	polyprotein [Primula vulgaris] acc=ABD78322.1 	NA	Streptophyta
ACYX01_EVE023	low	15	maybe-viral (10), retro (6), non-viral (3), viral (1)	uncharacterized protein (10), annotated protein of Eukaryota (3), reverse transcriptase (3), retro (2), transposon (1), VDB (1)	ACYX01080082.1_1030-1209:-	7.47e-19	68.3	Reverse transcriptase domain-containing protein (Fragment) n=6 Tax=Magnoliopsida  RepID=A0A5B7BP57_DAVIN	polyprotein [Ananas comosus] acc=ACB28472.1 	NA	Streptophyta
ACYX01_EVE024	low	15	maybe-viral (15), retro (3), non-viral (2)	uncharacterized protein (15), transposon (3), annotated protein of Eukaryota (2)	ACYX01127738.1_1181-1342:+	3.49e-20	77.8	uncharacterized protein LOC132186493 n=3 Tax=Corylus avellana  RepID=UPI00286BDE45	NA	NA	Streptophyta
ACYX01_EVE025	low	15	maybe-viral (10), retro (7), non-viral (2), viral (1)	uncharacterized protein (10), reverse transcriptase (4), annotated protein of Eukaryota (2), retro (2), transposon (1), VDB (1)	ACYX01130419.1_20-166:-	6.77e-17	79.6	Retrovirus-related Pol polyprotein from transposon 17.6 n=1 Tax=Vitis vinifera  RepID=A0A438JSH2_VITVI	polyprotein [Oryza sativa Japonica Group] acc=AAL68643.1 	NA	Streptophyta
ACYX01_EVE026	low	15	retro (10), maybe-viral (5), non-viral (3), viral (2)	reverse transcriptase (9), uncharacterized protein (5), annotated protein of Eukaryota (3), VDB (2), retro (1)	ACYX01132929.1_928-1164:+	2.26e-28	74.4	Uncharacterized protein LOC103699337 n=2 Tax=Mesangiospermae  RepID=A0A8B7BKV1_PHODC	polyprotein [Ananas comosus] acc=ACB28472.1 	NA	Streptophyta
ACYX01_EVE027	low	15	maybe-viral (10), retro (7), non-viral (2), viral (1)	uncharacterized protein (10), reverse transcriptase (6), annotated protein of Eukaryota (2), retro (1), VDB (1)	ACYX01149117.1_203-442:+	6.24e-29	70	uncharacterized protein LOC114311688 n=1 Tax=Camellia sinensis  RepID=UPI001035F765	polyprotein [Ananas comosus] acc=ACB28472.1 	NA	Streptophyta
ACYX01_EVE028	low	15	maybe-viral (15), retro (5)	uncharacterized protein (15), reverse transcriptase (5)	ACYX01156133.1_133-279:-	6.31e-19	85.7	Uncharacterized protein LOC120109199 n=3 Tax=Mesangiospermae  RepID=A0A8B8ZZS0_PHODC	NA	NA	Streptophyta
ACYX01_EVE029	low	15	maybe-viral (15), retro (3), non-viral (2)	uncharacterized protein (15), reverse transcriptase (3), annotated protein of Eukaryota (2)	ACYX01191164.1_156-278:-	2.42e-14	87.8	Uncharacterized protein LOC120109199 n=3 Tax=Mesangiospermae  RepID=A0A8B8ZZS0_PHODC	NA	NA	Streptophyta
ACYX01_EVE030	low	14	maybe-viral (14), non-viral (4), retro (2)	uncharacterized protein (14), annotated protein of Eukaryota (4), reverse transcriptase (1), transposon (1)	ACYX01079537.1_1605-1772:+	1.02e-22	85.5	Reverse transcriptase n=7 Tax=Pentapetalae  RepID=A5C5K2_VITVI	NA	NA	Streptophyta
ACYX01_EVE031	low	14	maybe-viral (14), retro (4), non-viral (2)	uncharacterized protein (14), reverse transcriptase (4), annotated protein of Eukaryota (2)	ACYX01079746.1_1531-1770:+	1.53e-33	80.8	Uncharacterized protein LOC104611204 n=2 Tax=Nelumbo nucifera  RepID=A0A1U8B9W8_NELNU	NA	NA	Streptophyta
ACYX01_EVE032	low	14	non-viral (14), maybe-viral (4), viral (2)	annotated protein of Eukaryota (14), uncharacterized protein (4), UDB Viruses (1), VDB (1)	ACYX01117423.1_1517-1939:+	1.61e-65	74.5	protein BPS1, chloroplastic n=49 Tax=Mesangiospermae  RepID=A0A6I9RWW4_ELAGV	hypothetical protein [Picornavirales sp.] acc=QDH87377.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__unclassified Picornavirales family;g__unclassified Picornavirales genus;s__Picornavirales sp.	Streptophyta
ACYX01_EVE033	low	14	non-viral (14), maybe-viral (4), viral (2)	annotated protein of Eukaryota (14), uncharacterized protein (4), UDB Viruses (1), VDB (1)	ACYX01123093.1_3900-4322:+	1.3e-58	67.4	protein BPS1, chloroplastic n=49 Tax=Mesangiospermae  RepID=A0A6I9RWW4_ELAGV	hypothetical protein [Picornavirales sp.] acc=QDH87377.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__unclassified Picornavirales family;g__unclassified Picornavirales genus;s__Picornavirales sp.	Streptophyta
ACYX01_EVE034	low	14	maybe-viral (9), retro (7), non-viral (3), viral (1)	uncharacterized protein (9), reverse transcriptase (4), annotated protein of Eukaryota (3), retro (2), transposon (1), VDB (1)	ACYX01133365.1_150-329:+	2.41e-25	81.7	Reverse transcriptase domain-containing protein (Fragment) n=6 Tax=Magnoliopsida  RepID=A0A5B7BP57_DAVIN	polyprotein [Ananas comosus] acc=ACB28472.1 	NA	Streptophyta
ACYX01_EVE035	low	13	non-viral (15), maybe-viral (4), viral (2)	annotated protein of Eukaryota (15), uncharacterized protein (4), UDB Viruses (1), VDB (1)	ACYX01076135.1_2152-2574:+	5.72e-77	85.8	protein BPS1, chloroplastic n=49 Tax=Mesangiospermae  RepID=A0A6I9RWW4_ELAGV	hypothetical protein [Picornavirales sp.] acc=QDH87377.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__unclassified Picornavirales family;g__unclassified Picornavirales genus;s__Picornavirales sp.	Streptophyta
ACYX01_EVE036	low	13	non-viral (8), retro (8), maybe-viral (4), viral (2)	annotated protein of Eukaryota (8), retro (7), uncharacterized protein (4), VDB (2), transposase (1)	ACYX01165214.1_226-615:+	2.2399999999999996e-43	58.5	Uncharacterized protein LOC108980833 n=8 Tax=Mesangiospermae  RepID=A0A6P9E638_JUGRE	hypothetical protein [Lotus japonicus] acc=BAG72148.1 	NA	Streptophyta
ACYX01_EVE037	low	13	maybe-viral (13), retro (5), non-viral (2)	uncharacterized protein (13), reverse transcriptase (4), annotated protein of Eukaryota (2), retro (1)	ACYX01209212.1_5-103:+	2.92e-8	78.8	uncharacterized protein LOC122318738 n=5 Tax=Carya illinoinensis  RepID=UPI001C71F146	NA	NA	Streptophyta
ACYX01_EVE038	low	12	maybe-viral (12), non-viral (8)	uncharacterized protein (12), annotated protein of Eukaryota (8)	ACYX01028215.1_180-364:+	1.31e-20	71.4	Uncharacterized protein LOC120108263 n=1 Tax=Phoenix dactylifera  RepID=A0A8B9A335_PHODC	NA	NA	Streptophyta
ACYX01_EVE039	low	12	maybe-viral (12), non-viral (6), retro (2)	uncharacterized protein (10), annotated protein of Eukaryota (6), polyprotein protein (2), retro (1), reverse transcriptase (1)	ACYX01049642.1_494-817:-	1.89e-39	64.8	Polyprotein n=6 Tax=Poaceae  RepID=A0A224QTD1_SORBI	NA	NA	Streptophyta
ACYX01_EVE040	low	12	maybe-viral (12), non-viral (4), retro (4)	uncharacterized protein (12), annotated protein of Eukaryota (4), reverse transcriptase (3), retro (1)	ACYX01087384.1_5044-5283:+	1.5400000000000002e-27	71.3	RNA-directed DNA polymerase n=1 Tax=Phoenix dactylifera  RepID=A0A8B8ZN72_PHODC	NA	NA	Streptophyta
ACYX01_EVE041	low	12	maybe-viral (12), retro (8)	uncharacterized protein (12), reverse transcriptase (5), retro (3)	ACYX01147692.1_1201-1353:+	1.23e-15	67.3	Reverse transcriptase domain-containing protein (Fragment) n=6 Tax=Magnoliopsida  RepID=A0A5B7BP57_DAVIN	NA	NA	Streptophyta
ACYX01_EVE042	low	12	maybe-viral (12), retro (5), non-viral (3)	uncharacterized protein (12), annotated protein of Eukaryota (3), reverse transcriptase (3), retro (2)	ACYX01159131.1_16-156:-	5.77e-19	83	Uncharacterized protein LOC103699337 n=2 Tax=Mesangiospermae  RepID=A0A8B7BKV1_PHODC	NA	NA	Streptophyta
ACYX01_EVE043	low	11	maybe-viral (11), retro (9)	uncharacterized protein (11), reverse transcriptase (8), retro (1)	ACYX01033043.1_2658-2921:+	2.24e-20	58.6	uncharacterized protein LOC109841906 n=1 Tax=Asparagus officinalis  RepID=UPI00098E5E1F	NA	NA	Streptophyta
ACYX01_EVE044	low	11	maybe-viral (11), retro (8), non-viral (1)	uncharacterized protein (11), reverse transcriptase (6), retro (2), annotated protein of Eukaryota (1)	ACYX01045407.1_2198-2410:-	2.23e-18	55.7	uncharacterized protein LOC109840677 n=2 Tax=Asparagus officinalis  RepID=UPI00098E5295	NA	NA	Streptophyta
ACYX01_EVE045	low	11	maybe-viral (11), non-viral (9)	uncharacterized protein (11), annotated protein of Eukaryota (9)	ACYX01151659.1_296-475:-	1.22e-22	76.3	RNA-directed DNA polymerase n=5 Tax=Mesangiospermae  RepID=A0A8B9AD25_PHODC	NA	NA	Streptophyta
