eve_id	confidence	eve_score	suggests	because	locus	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE011	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32521552-32521906:-	1.86e-23	37.5	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE012	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32523838-32524637:-	8.02e-31	31	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE013	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32524592-32525118:-	5.0099999999999997e-23	32.2	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE014	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32525073-32525599:-	1.1499999999999999e-24	32.8	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE015	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32525554-32525911:-	1.73e-19	34.7	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE016	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32527844-32528643:-	4.23e-31	31.4	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE017	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32528598-32528952:-	1.86e-23	37.5	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE018	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32530884-32531683:-	4.23e-31	31.4	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE019	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32531638-32531992:-	1.86e-23	37.5	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE020	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32533924-32534723:-	8.02e-31	31	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE021	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32534678-32535204:-	5.0099999999999997e-23	32.2	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE022	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32535159-32535685:-	1.1499999999999999e-24	32.8	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE023	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32535640-32535997:-	1.73e-19	34.7	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE024	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32537930-32538729:-	4.23e-31	31.4	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE025	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32538684-32539038:-	1.36e-23	37.5	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE026	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32540970-32541769:-	8.02e-31	31	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE027	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32541724-32542250:-	5.0099999999999997e-23	32.2	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE028	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32542205-32542731:-	5.55e-24	32.2	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE029	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32542686-32543034:-	3.25e-20	35.6	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE030	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32544976-32545775:-	8.02e-31	31	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE031	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32545730-32546256:-	5.0099999999999997e-23	32.2	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE032	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32546211-32546737:-	5.55e-24	32.2	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE033	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32546692-32547040:-	3.25e-20	35.6	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE034	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32548697-32549496:-	3.0699999999999996e-31	31.4	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE035	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32549451-32549977:-	4.49e-22	31.7	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE036	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32549932-32550365:-	3.4099999999999995e-23	35.6	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE037	high	100	viral (4)	UDB Viruses (2), VDB (2)	NC_064875.1_32550413-32550767:-	9.88e-24	37.5	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE038	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_32552727-32553354:-	3.7999999999999996e-30	33.6	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE039	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_33075756-33076031:+	1.15e-16	39.6	hypothetical protein [Merida virus] acc=QGA70898.1 	hypothetical protein [Merida virus] acc=QGA70898.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus merida	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE040	high	100	viral (5)	VDB (3), UDB Viruses (2)	NC_064875.1_33077218-33077721:+	2.28e-27	49.5	glycoprotein [Chapada dielmovirus] acc=QYI39977.1 	glycoprotein [Chapada dielmovirus] acc=QYI39977.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Chapada dielmovirus	Negarnaviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE041	high	100	viral (4)	VDB (3), UDB Viruses (1)	NC_064875.1_33435055-33436072:-	1.2599999999999999e-144	60.1	putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 	putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Atrato Partiti-like virus 2	Pisuviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE042	high	100	viral (4)	VDB (3), UDB Viruses (1)	NC_064875.1_33494894-33495911:-	1.2599999999999999e-144	60.1	putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 	putative capsid protein [Atrato Partiti-like virus 2] acc=QHA33903.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Atrato Partiti-like virus 2	Pisuviricota
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE043	high	69	viral (5), maybe-viral (4)	uncharacterized protein (4), VDB (3), UDB Viruses (2)	NC_064875.1_43435601-43436614:+	5.839999999999999e-56	37.1	uncharacterized protein LOC128274645 n=1 Tax=Anopheles cruzii  RepID=UPI0022EC1E8A	hypothetical protein [Partitiviridae sp.] acc=QYW05753.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Partitiviridae;g__unclassified Partitiviridae genus;s__Partitiviridae sp.	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE044	high	52	viral (10), maybe-viral (8), non-viral (3)	VDB (6), UDB Viruses (4), annotated protein of Eukaryota (3), glycoprotein protein (3), uncharacterized protein (3), polyprotein protein (2)	NC_064875.1_32271877-32272401:+	1.25e-84	77.3	Integrase catalytic domain-containing protein n=1 Tax=Anopheles funestus  RepID=A0A182RTS4_ANOFN	putative glycoprotein [Guato virus] acc=ANW72248.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Guato virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE045	high	50	viral (9), non-viral (6), maybe-viral (5)	viral (9), annotated protein of Eukaryota (6), uncharacterized protein (5)	NC_064874.1_86351221-86351496:+	2.5299999999999997e-38	65.2	Baculoviral IAP repeat-containing protein 5 n=33 Tax=Culicidae  RepID=A0A182RG31_ANOFN	NA	NA	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE046	high	48	maybe-viral (10), viral (9), non-viral (2)	VDB (6), glycoprotein protein (4), uncharacterized protein (4), UDB Viruses (3), annotated protein of Eukaryota (2), polyprotein protein (2)	NC_064874.1_56291408-56291708:+	5.64e-47	79.2	Glycoprotein (Fragment) n=6 Tax=Culicidae  RepID=A0A2M4ARI2_9DIPT	glycoprotein [Croada virus] acc=ASV45861.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Croada virus	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE047	high	46	non-viral (2), viral (2)	annotated protein of Eukaryota (2), UDB Viruses (1), VDB (1)	NC_064874.1_64332704-64333009:-	1.18e-8	53.4	platelet-derived growth factor receptor alpha-like isoform X5 n=1 Tax=Anopheles albimanus  RepID=UPI001641238D	glycoprotein [Coleopteran phenui-related virus OKIAV308] acc=QMP82257.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Ellioviricetes;o__Bunyavirales;f__Phenuiviridae;g__unclassified Phenuiviridae genus;s__Coleopteran phenui-related virus OKIAV308	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE048	high	45	non-viral (2), viral (2)	annotated protein of Eukaryota (2), UDB Viruses (1), VDB (1)	NC_064874.1_64429218-64429523:+	5.65e-8	71.8	Receptor protein-tyrosine kinase n=5 Tax=Anopheles albimanus  RepID=A0A8W7K7Y3_ANOAL	glycoprotein [Coleopteran phenui-related virus OKIAV308] acc=QMP82257.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Ellioviricetes;o__Bunyavirales;f__Phenuiviridae;g__unclassified Phenuiviridae genus;s__Coleopteran phenui-related virus OKIAV308	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE049	high	45	maybe-viral (10), viral (7), non-viral (2)	VDB (5), glycoprotein protein (4), uncharacterized protein (4), annotated protein of Eukaryota (2), polyprotein protein (2), UDB Viruses (2)	NC_064875.1_32265299-32265895:+	4.48e-116	84.9	Integrase catalytic domain-containing protein n=1 Tax=Anopheles funestus  RepID=A0A182RTS4_ANOFN	glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 2	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE050	high	41	maybe-viral (10), viral (5), non-viral (2)	glycoprotein protein (4), uncharacterized protein (4), VDB (4), annotated protein of Eukaryota (2), polyprotein protein (2), UDB Viruses (1)	NC_064874.1_53817790-53818386:+	1.7599999999999999e-115	85.4	Integrase catalytic domain-containing protein n=1 Tax=Anopheles funestus  RepID=A0A182RTS4_ANOFN	glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 2	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE051	high	41	maybe-viral (7), viral (2)	uncharacterized protein (4), polyprotein protein (2), glycoprotein protein (1), UDB Viruses (1), VDB (1)	NC_064874.1_56169309-56170454:+	1.7799999999999995e-215	72.8	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	glycoprotein [Gurupi chuvirus-like 1] acc=QPF16715.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 1	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE052	high	41	maybe-viral (10), viral (5), non-viral (2)	glycoprotein protein (4), uncharacterized protein (4), VDB (4), annotated protein of Eukaryota (2), polyprotein protein (2), UDB Viruses (1)	NC_064874.1_56170320-56170916:+	1.8300000000000002e-117	86.9	Glycoprotein (Fragment) n=6 Tax=Culicidae  RepID=A0A2M4ARI2_9DIPT	glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 2	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE053	high	41	maybe-viral (10), viral (5), non-viral (2)	glycoprotein protein (4), uncharacterized protein (4), VDB (4), annotated protein of Eukaryota (2), polyprotein protein (2), UDB Viruses (1)	NC_064874.1_72898461-72899057:+	1.7599999999999999e-115	85.4	Integrase catalytic domain-containing protein n=1 Tax=Anopheles funestus  RepID=A0A182RTS4_ANOFN	glycoprotein [Gurupi chuvirus-like 2] acc=QPF16716.1 	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Jingchuvirales;f__Chuviridae;g__unclassified Chuviridae genus;s__Gurupi chuvirus-like 2	Arthropoda
GCF_943734745.1_idAnoDarlMG_H_01_genomic_EVE054	high	41	maybe-viral (7), viral (5), non-viral (3)	annotated protein of Eukaryota (3), glycoprotein protein (3), VDB (3), polyprotein protein (2), UDB Viruses (2), uncharacterized protein (2)	NC_064875.1_32270281-32270826:+	2.1299999999999996e-101	80.2	Glycoprotein (Fragment) n=6 Tax=Culicidae  RepID=A0A2M4ARI2_9DIPT	glycoprotein [Kaiowa virus] acc=ASV45863.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Kaiowa virus	Arthropoda
