ID	Scaffold	Start	End	Len	q_seq_id	Num_total_hit	Num_viral_hit	Fraction_viral_hit	Bestviral_Protein	Virus_name	BestviralEval	Num_subj_same_bestViralEval	Bestviral_frame	Bestviral_percid	Bestviral_qcov	Bestviral_start	Bestviral_end	Bestviral_slen	Bestviral_taxid	Bestviral_accession	BestSubj	BestEval	Num_subj_same_bestEval	Sel_BestSubj	Sel_BestEval	Sel_Num_subj_same_bestEval	NIRVSmerged
NIRVS_2	AXCK02000049.1	82687	83670	983	AAD44041.1_acc|GENBANK|AAD44041.1|GENBANK|AF104024|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCK02000049.1_82815_82687(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	KFB37459.1_AGAP001969-PA-like protein [Anopheles sinensis]:1-305	2.2e-160	1	XP_058116989.1_polyubiquitin-B [Anopheles coustani] >XP_058172359.1 polyubiquitin-B-like [Anopheles ziemanni]:1-305	4.9e-160	1	yes
NIRVS_6	AXCK02001190.1	36904	37254	350	AAG13367.1_acc|GENBANK|AAG13367.1|GENBANK|AF268174|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCK02001190.1_37047_36904(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_038858140.1_ubiquitin-60S ribosomal protein L40-like isoform X1 [Salvelinus namaycush]:5-83	2.9e-30	1	XP_038858140.1_ubiquitin-60S ribosomal protein L40-like isoform X1 [Salvelinus namaycush]:5-83	2.9e-30	1	yes
NIRVS_7	AXCK02002322.1	16171	16608	437	QNM37798.1_acc|GENBANK|QNM37798.1|GENBANK|MN714664|hypothetical_protein_[Frankliniella_occidentalis_flavi-like_virus_1]_taxid=2767259_AXCK02002322.1_16608_16171(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_058130585.1_ADP-ribose glycohydrolase OARD1-like [Anopheles coustani]:41-185	1.4e-74	1	XP_058130585.1_ADP-ribose glycohydrolase OARD1-like [Anopheles coustani]:41-185	1.4e-74	1	yes
NIRVS_5	AXCK02000716.1	40655	40912	257	AAM77034.1_acc|GENBANK|AAM77034.1|GENBANK|AY117145|polyprotein_[Bovine_viral_diarrhea_virus_1]_taxid=11099_AXCK02000716.1_40912_40655(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_041767489.1_gamma-aminobutyric acid receptor-associated protein [Anopheles merus]:31-115	2.9e-40	13	XP_041767489.1_gamma-aminobutyric acid receptor-associated protein [Anopheles merus]:31-115	2.9e-40	11	yes
NIRVS_14	AXCK02010841.1	12561	12812	251	AAG13367.1_acc|GENBANK|AAG13367.1|GENBANK|AF268174|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCK02010841.1_12585_12812(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	KAK3550250.1_hypothetical protein QTP86_021272, partial [Hemibagrus guttatus]:13-94	2.1e-35	1	AAH08955.2_UBC protein, partial [Homo sapiens]:7-89	3.6e-35	1	yes
NIRVS_16	AXCK02017244.1	5856	5990	134	AAD44043.1_acc|GENBANK|AAD44043.1|GENBANK|AF104026|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCK02017244.1_5856_5990(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	KAG4076287.1_hypothetical protein HA402_014836 [Bradysia odoriphaga]:7-50	9.2e-14	25	XP_033122841.1_NEDD8 [Anneissia japonica]:7-50	9.2e-14	16	yes
NIRVS_13	AXCK02005704.1	12670	13602	932	ATP66855.1_acc|GENBANK|ATP66855.1|GENBANK|KY370100|polyprotein_[Rodent_pestivirus]_taxid=2050021_AXCK02005704.1_12670_13602(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_058116914.1_pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Anopheles coustani] >XP_058175152.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Anopheles ziemanni]:497-806	1.4e-172	2	XP_058116914.1_pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Anopheles coustani] >XP_058175152.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Anopheles ziemanni]:497-806	1.4e-172	1	yes
NIRVS_18	AXCK02017681.1	2	193	191	AAD44037.1_acc|GENBANK|AAD44037.1|GENBANK|AF104020|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCK02017681.1_169_2(-)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	XP_018650291.1_putative ubiquitin (ribosomal protein L40) [Schistosoma mansoni]:149-205	1e-21	1	XP_018650291.1_putative ubiquitin (ribosomal protein L40) [Schistosoma mansoni]:149-205	1e-21	1	yes
NIRVS_17	AXCK02017244.1	6071	6166	95	AAD44043.1_acc|GENBANK|AAD44043.1|GENBANK|AF104026|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCK02017244.1_6089_6166(+)	0	0	0	NA	NA	-1	0	.	.	.	.	.	.	.	.	NA	-1	0	NA	-1	0	yes
NIRVS_11	AXCK02004476.1	2403	2654	251	AAB92355.1_acc|GENBANK|AAB92355.1|GENBANK|U89438|nonstructural_protein_P125-2_[Bovine_viral_diarrhea_virus_1]_taxid=11099_AXCK02004476.1_2403_2654(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	KFB49668.1_AGAP000852-PA-like protein [Anopheles sinensis]:1-81	8.6e-37	1	XP_058116174.1_small ubiquitin-related modifier 2-like [Anopheles coustani] >XP_058168839.1 small ubiquitin-related modifier 2-like [Anopheles ziemanni]:1-81	1.9e-36	1	yes
NIRVS_21	AXCK02026585.1	1653	1868	215	AAD44041.1_acc|GENBANK|AAD44041.1|GENBANK|AF104024|polyprotein_[Bovine_viral_diarrhea_virus_2]_taxid=54315_AXCK02026585.1_1668_1868(+)	25	0	0.0	NA	NA	-1	0	.	.	.	.	.	.	.	.	KAJ7997088.1_hypothetical protein DPEC_G00225290 [Dallia pectoralis]:15-77	1.6e-20	1	GIY12481.1_polyubiquitin-C [Caerostris extrusa]:64-124	3.7e-20	1	yes
